Product Category,Unit Price,Quantity,Discount(%),Pages Viewed,Time on Site (Sec),Added to Cart,Purchased
Fashion,514.86,4,0,11,1340,1,1
Beauty,252.13,3,0,1,1141,0,0
Books,1590.58,2,0,21,866,1,0
Beauty,454.34,3,25,13,241,0,0
Books,1452.76,2,15,20,515,1,0
Sports,408.17,1,0,23,790,1,0
Books,1612.51,4,0,9,615,0,0
Beauty,1198.66,1,0,2,1659,1,1
Electronics,711.61,1,0,5,410,0,0
Beauty,379.83,2,20,24,1258,1,0
Groceries,550.57,2,20,18,811,0,0
Toys,1817.04,3,15,23,456,1,1
Toys,1223.12,1,15,9,613,1,0
Groceries,937.59,4,5,13,807,1,0
Beauty,621.23,1,0,17,1248,0,0
Sports,321.38,3,10,8,1567,0,0
Toys,1116.29,2,0,19,489,1,0
Home & Kitchen,776.78,1,30,6,1128,1,0
Sports,350.25,3,20,22,868,1,0
Sports,210.91,1,10,21,863,1,0
Groceries,523.8,2,5,5,1506,1,0
Electronics,929.72,3,10,15,63,1,1
Fashion,675.25,1,5,6,981,1,0
Electronics,163.35,3,0,3,942,1,0
Toys,1032.07,1,0,13,1501,1,1
Home & Kitchen,1044,4,5,13,1373,0,0
Home & Kitchen,324.12,4,15,22,1230,1,0
Fashion,671.2,2,0,15,205,1,0
Groceries,793.09,4,0,21,814,1,1
Groceries,525.42,1,0,6,1134,0,0
Home & Kitchen,527.48,4,5,11,909,1,1
Beauty,1320.24,4,0,17,1218,0,0
Fashion,459.99,1,15,1,562,1,0
Toys,1440.71,1,5,14,1452,1,1
Electronics,738.06,3,10,8,949,1,0
Beauty,314.42,1,10,7,886,1,0
Electronics,615.55,4,0,6,981,0,0
Home & Kitchen,1410.25,3,0,5,1707,0,0
Electronics,537.98,4,20,24,623,1,0
Sports,329.61,2,0,7,1296,1,0
Groceries,263.51,4,0,14,284,1,0
Electronics,843.96,1,0,14,965,1,0
Home & Kitchen,636.03,4,0,18,1535,1,1
Home & Kitchen,334.76,2,15,11,664,1,0
Groceries,247.97,1,10,18,514,1,0
Electronics,804.21,1,15,15,341,0,0
Books,1306.26,3,15,10,1253,1,1
Fashion,201,4,5,14,1798,1,0
Home & Kitchen,658.99,3,25,7,1711,1,0
Electronics,750.39,1,5,15,1441,1,0
Sports,425.35,4,0,6,290,1,0
Home & Kitchen,862.03,2,15,5,403,1,0
Groceries,1033.57,2,15,23,463,1,0
Electronics,838.68,1,25,15,91,1,0
Home & Kitchen,310.97,4,10,16,609,0,0
Beauty,456.21,4,20,14,272,1,1
Fashion,480.32,4,20,2,233,1,0
Groceries,920.32,3,10,4,491,0,0
Books,1717.56,2,0,12,1217,1,0
Electronics,335.91,4,10,24,1410,0,0
Electronics,755.31,2,5,24,1191,1,1
Electronics,226.94,4,0,9,533,1,0
Sports,235.78,3,5,6,1032,0,0
Toys,1138.72,3,0,1,350,1,0
Toys,1478.35,3,20,18,1591,1,0
Beauty,567.13,3,0,19,1650,1,1
Electronics,477.75,4,5,23,650,0,0
Sports,347.9,3,0,20,1293,1,0
Groceries,519.39,3,30,2,1386,1,0
Beauty,201.62,4,5,23,595,1,0
Electronics,772.01,2,15,22,1772,1,1
Fashion,787.86,3,15,21,596,1,0
Toys,1805.56,1,15,3,126,1,1
Electronics,312.72,1,0,1,439,1,0
Beauty,319.72,4,15,4,845,1,0
Sports,463.96,4,20,6,309,1,1
Electronics,862.56,2,5,10,1388,0,0
Sports,332.95,3,5,4,885,1,0
Toys,386.39,1,0,10,418,1,0
Electronics,639.51,2,10,18,548,1,0
Electronics,491.13,4,15,17,308,1,1
Books,1398.9,3,0,18,489,1,1
Fashion,767.92,4,0,6,255,1,1
Electronics,163.94,3,0,2,897,0,0
Home & Kitchen,953.56,3,25,5,513,1,0
Toys,557.2,4,10,22,1299,0,0
Home & Kitchen,1174.56,3,15,22,1246,1,0
Toys,963.85,1,0,20,697,0,0
Sports,249.83,1,30,3,687,1,0
Home & Kitchen,1212.71,1,15,8,1032,1,1
Home & Kitchen,1217.74,3,0,6,108,1,0
Sports,421.17,2,0,2,600,1,0
Toys,535.72,4,20,18,1200,0,0
Sports,484.85,3,10,19,1730,0,0
Toys,1359.77,3,0,12,539,1,1
Home & Kitchen,504.44,2,0,20,406,1,0
Home & Kitchen,1204.1,3,10,13,1305,0,0
Toys,934.58,4,5,23,814,1,1
Home & Kitchen,1026.53,3,30,12,1318,0,0
Sports,411.7,2,5,4,1019,1,1
Home & Kitchen,1451.34,4,0,8,437,1,0
Home & Kitchen,492.54,3,10,7,399,1,0
Electronics,933.97,1,0,2,1232,0,0
Fashion,263.02,1,0,6,805,1,1
Home & Kitchen,1398.01,1,20,3,715,0,0
Groceries,265.97,2,0,17,1772,1,0
Beauty,1446.29,1,5,1,524,1,1
Electronics,609.52,3,5,19,1037,0,0
Beauty,229.64,3,0,19,1665,0,0
Groceries,400.21,1,30,10,1178,0,0
Books,1550.68,1,15,14,708,1,1
Electronics,686.59,2,0,7,1276,1,0
Books,1415.74,2,0,7,841,1,1
Home & Kitchen,856.14,3,10,15,1268,0,0
Books,1505.38,4,0,14,718,1,1
Electronics,860.84,1,5,18,1727,1,0
Sports,126.12,3,0,3,1517,1,0
Fashion,309.52,1,0,22,298,0,0
Sports,482.2,2,0,11,1513,0,0
Home & Kitchen,568.67,2,15,4,1153,0,0
Electronics,306.36,3,0,13,296,1,0
Home & Kitchen,810.61,1,15,22,527,1,1
Books,1811.68,2,0,19,549,1,1
Home & Kitchen,329.74,4,15,18,1221,1,0
Electronics,905.05,1,0,11,543,1,0
Toys,1703.14,4,0,14,1040,1,0
Sports,238.49,2,5,18,1488,0,0
Fashion,159.75,2,10,23,843,0,0
Groceries,905.7,1,0,18,1129,1,0
Fashion,281.08,1,25,12,1157,1,0
Electronics,875.46,1,0,14,758,1,1
Sports,266.65,1,0,8,840,1,0
Books,1195.62,3,15,17,1176,1,0
Sports,398.82,1,0,7,1231,1,0
Beauty,502.87,2,15,10,1489,1,1
Books,1758.89,1,10,15,442,1,1
Sports,67.93,2,15,7,1140,1,0
Home & Kitchen,699.93,2,10,3,124,0,0
Groceries,388.45,2,0,20,1352,1,0
Fashion,641.52,1,0,11,263,1,0
Toys,990.85,3,0,24,1041,1,1
Groceries,258.47,1,10,1,868,1,1
Beauty,741.64,1,10,23,1342,0,0
Fashion,453.14,3,0,23,301,1,1
Home & Kitchen,1425.7,3,25,17,606,1,1
Home & Kitchen,755.49,1,0,2,544,0,0
Fashion,386.33,4,10,7,696,1,1
Books,1567.38,2,0,4,1572,1,1
Home & Kitchen,1069.69,1,5,11,1790,0,0
Sports,466.89,1,15,7,1733,1,0
Beauty,1746.12,2,25,12,458,1,0
Sports,105.34,2,0,18,1772,1,0
Groceries,383.21,4,10,22,648,0,0
Electronics,682.96,2,5,17,598,1,0
Home & Kitchen,438.1,1,10,9,112,0,0
Groceries,857.71,2,0,6,367,1,0
Beauty,838.69,1,30,11,512,0,0
Toys,892.73,4,5,20,1730,1,0
Beauty,1436.93,1,0,6,24,1,0
Electronics,560.58,4,0,16,1438,1,1
Sports,323.01,1,25,20,1668,0,0
Electronics,693.1,2,0,20,503,1,0
Books,719.32,1,30,19,1323,1,0
Home & Kitchen,472.83,1,20,20,958,1,1
Fashion,158.24,2,0,20,1370,1,0
Books,1173.07,2,15,24,218,0,0
Sports,446.22,4,0,19,1248,1,1
Books,1440.42,1,0,2,1500,0,0
Groceries,704.22,2,20,18,944,0,0
Groceries,1063.67,4,15,21,1530,1,1
Toys,292.39,4,15,21,1774,0,0
Beauty,1743.51,3,10,11,836,1,0
Toys,922.35,3,0,2,752,0,0
Beauty,354.49,1,20,10,1437,1,0
Toys,552.99,4,30,19,829,1,1
Fashion,150.26,1,5,16,458,1,1
Books,821.62,1,0,23,346,1,1
Toys,1093.94,1,0,17,1635,0,0
Books,696.33,2,5,18,318,0,0
Fashion,290.45,4,25,17,193,1,0
Books,833.98,3,5,2,1545,1,0
Home & Kitchen,1055.15,4,0,17,1441,1,1
Fashion,760.56,2,15,7,892,1,1
Beauty,1417.85,3,0,23,35,1,0
Toys,1922.08,1,0,22,758,1,1
Toys,1045.98,1,25,14,311,1,0
Fashion,796.14,3,5,7,1583,1,0
Groceries,647.42,3,0,19,405,1,0
Books,513.2,1,0,11,463,0,0
Beauty,904.97,4,0,24,1250,1,0
Toys,1909.17,3,0,20,1475,1,1
Sports,246.89,3,0,18,23,0,0
Fashion,224.89,1,0,22,1291,1,1
Fashion,756.05,3,10,15,1744,1,1
Groceries,218.75,4,15,15,1025,1,0
Electronics,576.89,4,0,5,795,1,1
Sports,457.06,4,5,6,1214,0,0
Beauty,1430.2,1,0,13,1403,1,1
Fashion,200.96,4,5,13,907,1,0
Groceries,519.24,3,0,8,1374,0,0
Fashion,128.38,2,15,5,1338,0,0
Beauty,552.14,1,0,20,1648,0,0
Fashion,728.13,2,5,2,1023,0,0
Books,918.27,2,10,11,1784,1,1
Fashion,345.17,2,15,23,1542,1,0
Beauty,1529.69,1,25,3,1251,1,0
Electronics,270.93,1,0,15,894,0,0
Sports,325.09,2,0,4,1702,1,1
Toys,1271.45,1,30,17,108,0,0
Sports,499.03,3,0,7,1005,1,0
Fashion,183.37,4,0,4,1097,1,1
Fashion,331.95,1,0,19,485,1,1
Home & Kitchen,423.71,3,15,2,1741,0,0
Electronics,155.71,2,15,14,590,1,0
Books,1500.07,1,20,1,806,0,0
Beauty,463.98,2,5,14,931,1,0
Toys,980.14,4,5,10,1262,1,0
Books,1871.14,1,0,24,1450,0,0
Fashion,358.28,2,15,24,1523,1,0
Books,1682.05,3,0,19,766,1,1
Toys,1190.33,1,20,4,674,1,0
Beauty,1215.37,4,20,24,1703,1,0
Beauty,1447.06,4,5,12,969,1,1
Home & Kitchen,976.35,1,0,24,1133,1,0
Toys,1804.97,1,15,15,762,1,0
Home & Kitchen,1184.17,2,5,20,1333,0,0
Fashion,745.77,1,0,9,651,1,1
Beauty,440.75,2,25,1,363,0,0
Sports,88.67,2,20,9,567,0,0
Groceries,536.39,3,0,24,428,0,0
Fashion,123.86,2,0,22,1006,1,0
Groceries,1096.94,2,20,17,1248,1,1
Toys,493.12,1,10,4,163,1,0
Beauty,416.37,4,0,17,369,0,0
Electronics,835.08,2,15,15,281,0,0
Books,723.74,3,10,13,984,0,0
Groceries,1081.92,3,0,12,715,1,0
Home & Kitchen,425.65,1,0,3,1574,1,1
Toys,1712.06,4,0,17,443,0,0
Fashion,230.9,1,15,7,437,0,0
Fashion,480.15,3,15,1,1166,0,0
Books,1140.28,4,20,12,1216,0,0
Home & Kitchen,913.47,2,0,3,1326,0,0
Groceries,1151.43,2,10,5,1669,0,0
Fashion,760.28,3,0,19,564,1,0
Books,664.45,1,5,20,1410,0,0
Sports,208.35,2,5,10,466,0,0
Groceries,462.61,1,20,11,1741,0,0
Groceries,821.63,2,5,2,676,1,0
Electronics,936.89,4,0,13,1785,1,0
Fashion,183.48,1,10,20,825,1,0
Electronics,911.27,2,15,21,664,1,1
Fashion,705.69,1,15,24,1353,0,0
Home & Kitchen,763.39,2,15,12,868,0,0
Books,1185.13,2,0,8,836,1,1
Fashion,195.83,1,0,11,871,1,0
Beauty,841.48,4,20,22,1284,1,1
Fashion,467.15,4,5,13,1436,0,0
Toys,1294.61,3,0,9,1231,0,0
Electronics,166.3,2,0,1,181,0,0
Sports,335.43,3,0,23,992,1,1
Beauty,1413.23,1,10,19,1196,1,0
Toys,582.92,3,0,4,130,1,0
Sports,227.95,1,30,20,551,1,0
Books,1140.43,3,15,4,836,1,1
Electronics,284.74,3,0,8,1270,1,0
Beauty,1279.77,3,0,15,1701,0,0
Electronics,167.78,4,10,7,1741,1,0
Groceries,388.42,3,0,16,1029,0,0
Electronics,965.94,1,10,23,194,1,0
Groceries,266.34,2,20,10,1221,1,0
Books,1634.68,1,30,12,481,1,0
Books,1685.18,2,20,8,518,1,0
Groceries,421.67,2,0,3,187,0,0
Beauty,548.68,3,5,7,913,1,0
Toys,1478.91,4,5,23,865,1,0
Beauty,924.81,2,15,2,1658,1,1
Home & Kitchen,1264.39,2,0,2,850,0,0
Sports,461.06,3,20,16,225,0,0
Fashion,701.2,2,0,19,207,1,0
Electronics,197.58,1,20,5,998,0,0
Sports,128.61,1,0,8,1135,1,1
Home & Kitchen,938.44,3,15,5,47,0,0
Toys,1985.25,1,0,24,1407,0,0
Electronics,379.86,1,20,3,600,1,0
Groceries,557.78,4,5,4,1445,1,0
Toys,492.57,3,15,3,1174,1,1
Fashion,521.99,1,0,19,150,1,1
Beauty,1031.14,2,0,24,1096,0,0
Toys,471.28,1,20,24,1353,0,0
Sports,349.72,4,15,7,1474,1,1
Toys,1625.54,1,15,12,1250,1,0
Groceries,386.05,3,0,5,1628,1,0
Beauty,395.57,3,0,8,856,0,0
Electronics,722.38,2,10,5,959,1,0
Groceries,483.89,1,0,4,647,1,1
Fashion,142.68,2,5,10,1770,0,0
Home & Kitchen,1170.19,4,10,13,1042,1,0
Books,1533.9,1,15,16,1755,1,0
Fashion,286.86,1,5,4,97,1,0
Books,1642.16,3,30,9,975,0,0
Sports,292.98,3,0,23,1764,1,0
Groceries,1073.46,2,0,13,532,1,0
Toys,1872.45,3,20,9,1060,1,0
Sports,285.19,2,10,19,872,0,0
Fashion,714.97,1,0,17,1177,1,1
Books,1358.43,2,10,14,945,1,1
Toys,1411.39,4,10,12,31,1,1
Books,1113.72,4,15,17,1367,1,0
Books,590.53,3,20,13,1292,0,0
Toys,615.9,2,15,16,1074,1,1
Beauty,1639.17,2,0,4,281,1,0
Electronics,163.44,3,0,20,1114,0,0
Home & Kitchen,909.47,2,0,14,1624,1,1
Beauty,671.53,1,10,15,223,1,1
Fashion,531.46,2,20,22,340,1,1
Beauty,1648.53,2,0,7,1541,0,0
Sports,280.93,2,0,15,1771,1,0
Home & Kitchen,952.33,1,25,15,1287,1,1
Electronics,171.38,3,10,6,1470,1,1
Home & Kitchen,1338.9,4,0,8,333,0,0
Electronics,835.26,1,10,13,282,1,0
Home & Kitchen,999.66,4,15,17,973,0,0
Home & Kitchen,1148.08,1,10,17,1179,1,0
Beauty,242.25,1,25,22,872,1,1
Groceries,274.04,4,5,10,1694,1,1
Electronics,406.05,1,20,20,464,1,0
Fashion,250.8,2,0,8,1672,1,1
Sports,276.88,2,20,9,325,1,1
Toys,1640.15,3,0,11,315,1,0
Books,1062.37,1,0,12,1420,1,0
Fashion,629.88,3,0,13,1667,0,0
Groceries,316.13,2,0,17,709,0,0
Home & Kitchen,973.71,2,10,3,494,1,0
Books,1289.92,2,10,19,1008,0,0
Beauty,696.03,1,0,14,1635,1,0
Electronics,812.16,4,20,21,1233,0,0
Fashion,588.84,3,15,23,727,0,0
Home & Kitchen,532.36,1,30,5,104,1,1
Sports,156.26,3,20,24,1069,0,0
Books,1745.61,4,20,6,878,1,0
Home & Kitchen,606.17,2,0,13,284,1,0
Home & Kitchen,1278.8,1,30,7,139,0,0
Home & Kitchen,1476.02,3,0,22,1134,1,0
Home & Kitchen,304.09,4,0,18,914,0,0
Electronics,222.66,4,20,15,817,0,0
Beauty,318.32,3,15,1,1172,1,1
Electronics,897.32,2,0,1,108,0,0
Home & Kitchen,616.84,2,0,14,597,1,0
Sports,196.54,2,0,12,711,1,0
Beauty,703.5,3,30,21,1135,1,1
Fashion,748.09,3,10,12,580,0,0
Beauty,702.49,4,0,22,148,0,0
Beauty,497.74,2,0,17,510,0,0
Sports,482.73,1,10,24,1682,1,0
Fashion,319.09,3,5,6,558,0,0
Groceries,421.4,3,0,7,1719,1,0
Groceries,800.63,2,30,19,28,0,0
Home & Kitchen,871.96,4,0,18,941,0,0
Home & Kitchen,825.72,3,0,8,1157,1,0
Toys,461.6,4,10,15,1304,0,0
Home & Kitchen,1262.49,1,0,10,535,1,0
Fashion,657.87,3,5,5,906,1,0
Sports,74.25,4,10,7,1002,1,1
Fashion,192.28,3,10,8,999,1,0
Beauty,1378.04,3,10,5,601,0,0
Beauty,820.46,4,20,8,1033,1,1
Toys,970.29,4,0,24,1524,0,0
Toys,1910.44,1,15,6,1207,1,0
Toys,1922.81,2,0,20,588,0,0
Books,1719.64,1,0,12,288,0,0
Home & Kitchen,1388.69,4,10,10,356,0,0
Fashion,284.97,3,15,21,755,1,0
Toys,993.63,4,10,17,555,1,0
Groceries,1170.87,2,20,14,540,1,1
Fashion,682.61,1,0,4,1779,0,0
Sports,136.77,4,0,1,402,0,0
Electronics,665.73,3,15,3,583,0,0
Home & Kitchen,529.83,1,5,23,966,1,0
Sports,177.72,1,25,4,848,1,0
Beauty,1633.79,1,20,10,1708,1,0
Beauty,1375.28,4,15,7,1780,0,0
Fashion,626.41,2,15,1,1788,1,1
Sports,216.18,2,15,19,1779,1,0
Electronics,337.73,2,15,19,1711,0,0
Fashion,504.32,1,5,9,287,0,0
Fashion,456.76,1,5,9,497,1,0
Sports,69.65,2,0,13,392,1,0
Groceries,577.36,2,20,7,1638,1,0
Books,952.26,3,0,20,1441,1,0
Toys,519.12,2,0,21,888,1,1
Groceries,593.08,3,0,24,1684,0,0
Groceries,1126.42,1,10,18,552,1,0
Beauty,335.1,3,20,24,1461,1,0
Toys,1218.22,3,20,3,1580,1,0
Electronics,200.1,2,0,11,69,0,0
Sports,497.23,2,0,16,277,1,1
Electronics,322.78,2,10,4,291,1,1
Toys,1471.71,2,10,7,1524,1,0
Home & Kitchen,1363.64,2,5,22,1397,1,0
Books,1566.42,3,30,4,1377,0,0
Toys,307.27,1,10,13,1049,0,0
Toys,1394.18,4,20,7,1055,1,0
Sports,182.56,3,25,11,238,0,0
Books,1234.47,2,10,12,78,0,0
Fashion,634.84,2,0,17,841,0,0
Home & Kitchen,801.85,2,0,2,766,0,0
Home & Kitchen,493.27,4,10,19,1243,0,0
Sports,345.98,2,0,20,1399,0,0
Groceries,342.24,4,0,1,1226,1,0
Sports,454.33,4,30,18,1515,1,1
Toys,933.7,1,5,14,312,1,1
Books,1807.48,1,20,14,482,1,1
Groceries,534.93,2,0,17,468,1,0
Fashion,232.07,4,0,16,282,0,0
Books,1238.37,2,0,3,443,0,0
Sports,413.43,3,0,17,197,1,1
Sports,162.41,1,15,16,1226,1,1
Books,1132.73,4,0,18,893,1,0
Beauty,1414.79,4,0,6,1029,0,0
Sports,388.22,4,5,22,449,1,1
Home & Kitchen,907.64,3,10,4,493,1,0
Sports,258.29,4,10,1,1023,0,0
Beauty,542.59,2,0,17,1570,1,0
Sports,345.59,4,0,15,1595,0,0
Beauty,470.18,1,30,3,1366,1,0
Groceries,480.99,2,10,6,599,0,0
Home & Kitchen,360.43,4,0,2,1147,0,0
Electronics,650.14,2,10,10,583,0,0
Groceries,915.05,2,30,18,911,0,0
Sports,147.84,4,0,4,1447,0,0
Home & Kitchen,766.46,4,5,24,365,0,0
Books,1064.14,3,10,23,1597,0,0
Electronics,790.14,2,0,15,606,1,0
Books,1744.24,3,0,15,834,1,0
Home & Kitchen,1415.85,1,0,6,457,1,1
Toys,483.74,4,20,24,426,1,1
Home & Kitchen,486.44,4,0,24,378,1,0
Books,1257.64,1,5,15,302,1,0
Home & Kitchen,841.98,2,0,23,96,1,0
Toys,687.68,1,0,1,316,1,0
Books,1734.25,2,0,21,416,1,1
Electronics,926.51,1,0,13,1045,0,0
Beauty,284.7,4,15,6,586,0,0
Electronics,311.85,2,30,21,319,0,0
Sports,209.07,1,0,4,1355,1,1
Home & Kitchen,1426,3,5,4,768,0,0
Beauty,626.22,3,5,22,1520,0,0
Sports,346.42,1,25,10,216,0,0
Fashion,690.35,2,0,2,1129,0,0
Toys,1493.27,4,0,3,1157,0,0
Electronics,151.45,2,5,14,531,0,0
Beauty,1594.55,4,0,9,296,0,0
Sports,281.36,4,15,2,1484,1,0
Electronics,398.8,1,0,16,1664,1,0
Toys,1481.95,2,0,4,943,1,1
Fashion,212.88,4,15,5,1186,1,1
Toys,1245.7,3,15,9,906,0,0
Groceries,368.68,2,0,16,1020,1,0
Electronics,885.83,1,10,12,1608,0,0
Fashion,611.07,1,0,14,1335,1,0
Fashion,743.35,4,0,17,1108,1,1
Beauty,612.31,2,10,8,357,1,1
Electronics,281.07,3,0,24,801,1,1
Groceries,626.4,1,30,8,1485,1,1
Sports,156.57,4,10,20,871,1,0
Fashion,155.07,4,0,21,1181,0,0
Sports,292.38,2,15,18,348,1,1
Sports,222.86,4,0,8,1228,1,1
Electronics,640.38,4,0,3,708,1,1
Fashion,698.69,3,0,12,1249,0,0
Electronics,247.58,3,10,23,1505,1,0
Electronics,753.32,1,15,22,509,1,0
Fashion,658.12,1,0,8,153,1,0
Fashion,154.18,2,0,6,51,1,0
Sports,321.37,3,0,7,202,0,0
Electronics,234.77,3,0,4,1705,1,0
Books,1757.76,2,20,14,1522,1,0
Sports,281.31,4,0,5,1340,1,1
Books,1060.15,3,10,5,568,0,0
Books,1480.59,3,0,7,721,1,1
Fashion,438.16,4,0,8,707,0,0
Groceries,504.31,3,20,5,1544,1,0
Groceries,309.77,3,0,2,1561,1,0
Sports,261.66,1,0,22,384,1,0
Electronics,446.19,1,20,21,1765,1,0
Toys,331.2,3,15,21,937,0,0
Beauty,993.72,3,0,15,1068,0,0
Fashion,226.69,3,0,19,1153,0,0
Sports,98.82,3,20,9,1357,1,0
Electronics,914.25,4,0,4,1502,1,0
Home & Kitchen,1393.62,2,5,19,1409,0,0
Toys,1351.86,3,0,10,37,1,0
Toys,924.33,3,10,21,1510,1,1
Sports,389.89,3,15,20,184,1,1
Groceries,671.77,3,30,10,1523,1,1
Beauty,1322.88,2,15,21,1450,0,0
Groceries,349.33,4,0,7,539,1,0
Sports,475.27,1,15,8,1025,0,0
Sports,184.94,1,10,14,1559,1,0
Beauty,395.56,2,10,22,818,1,0
Fashion,573.41,3,0,19,1115,0,0
Fashion,510.72,2,0,5,1029,1,1
Sports,92.51,1,5,19,433,1,1
Fashion,466.04,1,0,10,694,0,0
Beauty,574.6,1,10,12,10,1,0
Home & Kitchen,1123.06,4,5,7,776,1,0
Electronics,802.08,4,15,21,85,0,0
Home & Kitchen,375.72,2,0,15,1285,1,1
Books,844.99,4,20,1,774,0,0
Groceries,1070.86,3,20,13,62,0,0
Home & Kitchen,1253.06,1,15,5,341,0,0
Sports,200.51,2,10,22,1428,1,0
Fashion,581.82,4,0,24,360,1,0
Sports,286.26,4,15,1,848,1,0
Electronics,445.72,1,0,13,1468,1,0
Home & Kitchen,1497.62,1,0,17,1448,1,1
Fashion,206.42,4,0,6,885,1,0
Beauty,1763.61,2,5,15,1391,1,0
Beauty,1003.7,2,0,19,1708,1,0
Home & Kitchen,1184.49,4,0,3,1153,1,1
Electronics,360.35,4,15,13,1459,1,1
Toys,1480.16,3,25,6,1090,1,0
Toys,1427.91,3,25,1,97,1,1
Books,1016.71,3,30,1,1714,1,1
Books,1982.88,2,5,5,1761,0,0
Toys,458.48,2,20,16,1105,1,0
Electronics,897.02,4,30,6,304,0,0
Beauty,1780.8,4,0,5,902,1,0
Electronics,327.58,4,5,12,939,1,0
Toys,1061.72,3,10,3,1694,0,0
Beauty,770.48,3,20,20,1309,0,0
Home & Kitchen,861.44,2,0,19,301,1,0
Books,1365.1,1,0,11,863,0,0
Sports,236.16,4,20,15,1505,1,0
Home & Kitchen,332.6,4,15,10,1489,0,0
Books,1596.28,2,10,10,1310,1,1
Fashion,266.1,2,10,22,1646,1,0
Books,1015.33,1,0,22,1285,1,0
Home & Kitchen,1297.67,4,5,10,823,1,0
Books,579.87,4,10,20,1608,0,0
Toys,1867.58,3,15,16,254,0,0
Home & Kitchen,1137.81,4,20,2,1240,0,0
Home & Kitchen,802.44,4,0,21,1539,1,1
Toys,1603.33,3,10,14,408,0,0
Electronics,494.49,3,0,16,804,1,1
Fashion,724.15,1,15,16,253,1,1
Books,1375.38,4,0,21,282,0,0
Fashion,427.6,4,10,16,1067,1,0
Home & Kitchen,679.96,4,0,23,1354,1,1
Electronics,984.12,1,5,12,942,1,0
Books,828.19,1,20,3,1751,1,0
Toys,325.99,4,20,11,1143,0,0
Fashion,594.65,3,20,9,1314,0,0
Toys,1401.4,2,10,21,859,1,1
Fashion,650.6,1,15,15,1045,0,0
Fashion,204.54,1,20,17,219,0,0
Sports,234.77,2,15,16,927,1,1
Home & Kitchen,1388.66,3,0,24,1478,0,0
Electronics,217.94,4,0,13,17,1,0
Books,795.36,2,10,24,362,0,0
Books,1232.87,3,0,21,741,1,0
Beauty,416.69,2,20,23,139,1,0
Books,637.75,3,10,15,48,0,0
Home & Kitchen,468.61,4,30,2,62,1,0
Groceries,1086.93,2,5,23,151,1,0
Fashion,716.57,1,0,7,980,1,1
Toys,1159.83,3,5,7,1275,0,0
Sports,461.17,1,0,6,1069,1,0
Home & Kitchen,536.67,4,0,22,532,0,0
Beauty,315.7,4,0,6,1201,0,0
Home & Kitchen,1120.12,4,10,3,590,0,0
Sports,312.39,1,5,8,827,0,0
Books,1179.38,4,0,24,877,0,0
Toys,1484.79,1,0,19,1768,1,0
Home & Kitchen,1274.83,4,0,21,918,1,0
Books,675.32,3,0,10,918,1,1
Electronics,934.51,1,10,5,188,1,0
Groceries,405.04,3,30,5,1436,1,0
Sports,297.37,4,0,12,125,0,0
Toys,375.14,2,10,17,1200,1,0
Books,1403.78,4,0,13,1739,0,0
Toys,337.49,2,0,2,951,0,0
Books,968.37,4,0,18,25,1,0
Home & Kitchen,1283.8,2,15,2,572,1,0
Books,1080.62,2,30,18,29,0,0
Books,1644.67,1,0,12,222,1,1
Sports,432.32,4,5,4,1178,1,0
Groceries,886.46,2,10,21,573,1,0
Groceries,1195.9,4,0,6,22,0,0
Toys,1510.36,2,0,20,1230,0,0
Electronics,174.52,1,15,3,1124,1,1
Electronics,214.25,2,20,13,113,1,1
Electronics,852.72,3,0,3,494,1,0
Groceries,955.23,4,15,15,1030,0,0
Books,1247.41,3,0,16,457,0,0
Electronics,369.68,4,0,20,406,1,0
Beauty,533.68,2,10,12,1483,1,1
Electronics,637.69,1,5,3,1220,1,0
Home & Kitchen,474.42,1,15,14,83,1,0
Sports,251.65,1,10,14,665,0,0
Books,1293.98,1,15,19,1515,1,1
Home & Kitchen,1321.97,4,15,5,1522,0,0
Sports,263.53,2,15,9,1286,0,0
Beauty,1328.1,1,20,18,1784,1,0
Electronics,729.51,2,0,19,851,1,0
Books,1147.26,3,10,18,1188,0,0
Toys,1363.23,3,0,9,1273,1,1
Home & Kitchen,1054.13,1,0,24,184,1,0
Toys,1714.47,4,10,23,1259,0,0
Groceries,301.18,1,0,18,1273,0,0
Fashion,601.37,1,0,22,162,0,0
Toys,1701.38,2,30,16,934,1,0
Fashion,359.74,3,15,17,1114,1,0
Electronics,539.49,2,10,23,293,1,0
Books,1493.22,3,20,24,1634,1,0
Home & Kitchen,931.72,4,0,12,631,1,0
Fashion,746.25,4,0,22,137,1,0
Fashion,692.16,4,0,18,1376,1,1
Beauty,1748.33,2,5,17,111,1,0
Electronics,637.51,1,25,21,396,0,0
Home & Kitchen,1018.13,4,5,9,142,1,0
Home & Kitchen,526.18,1,0,12,396,0,0
Sports,343.08,1,0,7,1772,1,1
Books,1669.17,4,30,11,1750,1,0
Home & Kitchen,833.66,3,5,14,628,1,0
Home & Kitchen,1293.11,2,10,7,1685,1,0
Sports,282.48,4,25,12,298,1,0
Groceries,592.24,4,30,6,925,1,1
Groceries,639.69,3,0,12,466,1,0
Electronics,493.72,4,5,17,60,1,0
Groceries,1094.26,1,0,15,725,1,0
Toys,1771.53,4,15,7,1218,1,0
Groceries,172.44,4,10,10,1155,1,1
Books,679.74,1,0,15,678,0,0
Beauty,1450.95,4,0,16,290,0,0
Beauty,496.3,3,15,17,267,1,0
Toys,1468.56,3,30,5,1430,0,0
